movieId,avg_of_rating,imdbId,tmdbId
72378,2.757137270238561,1190080,14161
79132,4.161755956596878,1375666,27205
80463,3.773740229502744,1285016,37799
88125,3.9061306167000183,1201607,12445
88129,3.8147204529370136,780504,64690
88744,3.5563422268594427,1318514,61791
89745,3.8163960713569853,848228,24428
91529,3.9730562675454655,1345836,49026
106489,3.6633389648287515,1170358,57158
106920,3.8873068573617675,1798709,152601
116797,4.017234716747817,2084970,205596
122904,3.8595175668589405,1431045,293660
134853,3.967576170986812,2096673,150540
1,3.8881574960610834,114709,862
44,2.6292445482866045,113855,9312
47,4.068128299593604,114369,807
170,3.216995126086035,113243,10428
208,2.862218822227286,114898,9804
420,2.755883440118285,109254,306
553,3.6939798302791784,108358,11969
585,2.6114362899594776,112572,9066
647,3.531293382693198,115956,10684
653,3.219820579204046,116136,8840
784,2.7018389048822042,115798,9894
832,3.4532227689690784,117438,3595
852,3.1780804694048617,117918,10478
912,4.2143927037912325,34583,289
968,3.613718603661132,63350,10331
1037,2.7352067183462534,104692,10163
1211,4.0194900710958565,93191,144
1228,4.054861416630004,81398,1578
1265,3.8798484691766655,107048,137
1266,3.9841028819336843,105695,33
1287,3.79806030343768,52618,665
1292,3.9608087522503808,78841,10322
1304,4.032614893374387,64115,642
1339,3.4344487344487344,103874,6114
1343,3.541339141964201,101540,1598
1404,3.2293510324483776,119783,46027
1405,2.9223770809136664,115641,3179
1499,2.0837431298814,118615,9360
1591,2.6416020262782967,120177,10336
1626,2.4519112207151665,119123,14289
1653,3.7787658024426825,119177,782
1792,3.2556528081692195,120873,11808
1837,2.67652027027027,120773,27472
1876,2.954954638160208,120647,8656
1882,2.3791272344900105,120685,929
1965,3.5701114922813035,87995,13820
2019,4.255073602972702,47478,346
2022,3.6262776129244974,95497,11051
2110,3.278630239520958,83798,9442
2193,3.4535741301059,96446,847
2240,3.4074850299401196,81207,21873
2300,3.854337476857974,63462,30197
2313,3.8976809378185524,80678,1955
2334,3.1179525222551927,133952,9882
2416,3.0554187192118225,90685,15596
2469,3.1724619289340104,91738,10013
2474,3.4339356295878036,90863,11873
2596,3.619033760186263,133189,6396
2600,3.3447492290212626,120907,1946
2670,3.883164005805515,52151,18784
2919,3.910173528411024,86617,11541
2985,3.3261727046544087,93870,5548
3016,3.211725293132328,83767,16281
3036,3.2846715328467155,82484,62204
3082,3.2011004784688994,143145,36643
3091,4.040735873850197,80979,11953
3107,3.3008921771298008,101393,2924
3146,2.621738089537946,205000,10402
3147,4.017085145643865,120689,497
3175,3.586550320670942,177789,926
3197,3.1338880484114977,95897,11851
3354,2.6731800766283524,183523,2067
3359,4.001626737651582,78902,20283
3527,3.6411710252256424,93773,106
3634,4.00314465408805,58576,23518
3660,2.740084985835694,98143,26953
3671,3.8588944642279053,71230,11072
3679,3.9023861171366594,82252,21137
3785,2.7277346084877467,175142,4247
3841,2.7736063708759953,99005,11856
3868,3.580720221606648,95705,37136
3986,2.988444669365722,216216,8452
4085,3.555634807417974,86960,90
4291,3.2935675182481754,80319,19494
4361,3.6227669076988516,84805,9576
4366,3.268490514160022,230011,10865
4367,2.763495875535136,146316,1995
4443,3.375332741792369,82869,10540
4466,2.808450704225352,94602,9395
4541,3.2256380510440836,96071,11503
4563,2.605641592920354,96486,10001
4571,3.365765306122449,96928,1648
4638,2.689146180860404,163025,331
4643,2.7463319055864392,133152,869
4654,2.802859292701279,98206,10135
4681,3.177782409337224,98621,249
4787,3.4773519163763065,102316,11521
4901,3.6148412577852045,266987,1535
4954,3.556455344747802,54135,299
4956,3.7238292011019283,81568,42160
4963,3.8027608646628654,240772,161
4971,3.1135135135135137,87747,23111
4979,3.7710813023490144,265666,9428
4980,2.9865564874198323,101452,1649
5002,3.123732251521298,68612,12593
5008,4.073885658914729,51201,37257
5026,3.462895377128954,237534,6312
5033,3.2370283018867925,100530,10170
5036,3.0758196721311477,77289,26686
5054,3.4421669106881407,85271,15050
5064,3.7887950882578663,245844,11362
5120,3.9513707571801566,69281,993
5125,3.2642857142857142,81698,14475
150,3.884030583809391,112384,568
342,3.483084947839046,110598,236
497,3.870980417840068,107616,11971
594,3.5779943600653046,29583,408
1059,3.5556464142611826,117509,454
1079,3.834659511472983,95159,623
1183,3.6401474644002927,116209,409
1188,3.7951380830819215,105488,10409
1207,4.157649361114308,56592,595
1262,4.105288500120375,57115,5925
1291,3.9829955947136564,97576,89
1391,2.9640020497053547,116996,75
1527,3.7438710808520588,119116,18
1676,3.246805502691534,120201,563
1682,3.83524199867398,120382,37165
2245,3.3515157366286927,96463,3525
2321,3.559651474530831,120789,2657
2324,4.167062784709843,118799,637
2395,3.8395848731214586,128445,11545
2640,3.380818176535534,78346,1924
3538,3.5633535660091047,166175,10557
3717,3.091405740378343,187078,9679
3793,3.5702685272045027,120903,36657
3967,3.786936797608001,249462,71
3969,3.3825551417931825,223897,10647
3996,3.8630900858912045,190332,146
4027,3.8738065587380657,190590,134
4103,3.8273352738819795,92965,10110
4246,3.4143158702744194,243155,634
4308,3.540761055879328,203009,824
4370,3.2493957918680696,212720,644
4881,3.764162953532782,243133,10778
4886,3.857819974760074,198781,585
4973,4.128245715945396,211915,194
5013,3.6148835920177382,280707,5279
5016,3.3623283191628515,120824,6440
5151,2.796147672552167,243736,2752
5299,3.4101313464935865,259446,8346
5349,3.5027325135792595,145487,557
5378,3.079036907518548,121765,1894
5380,3.607206012378426,278500,9026
5445,3.6742125668877565,181689,180
5459,2.978448275862069,120912,608
5502,3.249963246104087,286106,2675
5669,3.7310323166050114,310793,1430
5872,3.1107459274078306,246460,36669
5902,3.834838594294912,268126,2757
5952,4.07977718669288,167261,121
5989,3.9003482972136223,264464,640
5991,3.535867286482545,299658,1574
6157,2.5432468895218108,287978,9480
6333,3.6264792530084384,290334,36658
6365,3.3294890382672113,234215,604
6539,3.8130280430415278,325980,22
6568,3.237541528239203,342167,33339
153,2.906473407180454,112462,414
165,3.5035240874468294,112864,1572
344,2.9877855259040724,109040,3049
349,3.669152701003188,109444,9331
380,3.501833838303301,111503,36955
457,3.982462161210841,106977,5503
588,3.6875235732009926,103639,812
590,3.740689158128482,99348,581
592,3.3848223095109558,96895,268
593,4.15224553390899,102926,274
595,3.677421699004433,101414,10020
34,3.6205942448493103,112431,9598
231,2.95447672534831,109686,8467
356,4.052925882007376,109830,13
364,3.8046486987616714,110357,8587
520,3.0614243323442136,107977,8005
736,3.2215517015191666,117998,664
1073,3.701458760206734,67992,252
1089,4.089379750078279,105236,500
1127,3.666859547606523,96754,2756
1276,4.08073176344251,61512,903
1370,3.4337145754690406,99423,1573
1573,3.3296318760789436,119094,754
1721,3.398033272240237,120338,597
1923,3.527879978567601,129387,544
2028,4.053710956720266,120815,857
2054,2.703222204498325,97523,9354
3440,2.20695067264574,108308,1499
3513,3.303084648493544,160797,10479
3555,3.346660339304781,141926,3536
4036,3.426017497147204,189998,10873
4052,3.1007226738934057,218817,9989
4995,3.95701895277867,268978,453
5418,3.911517001789662,258463,2501
6058,2.8989234449760763,309593,9358
6624,2.4131413141314133,313911,10923
6870,3.8334357983488494,327056,322
6942,3.749627947050991,314331,508
7347,3.2008317681781593,363988,1586
7361,4.076853610687261,338013,38
7439,3.046360485268631,330793,7220
8665,3.860731521463043,372183,2502
27700,3.737678855325914,338309,11197
33437,3.4887742718446604,342258,10027
33679,3.2380689538043477,356910,787
36513,3.113821138211382,407732,15022
37653,2.88,448267,49220
37727,3.104431678292983,408790,9315
37741,3.7054810632792283,379725,398
40148,3.4249394673123486,365686,10851
40339,2.79934988179669,371606,9982
42013,2.7494305239179955,267891,9927
43679,2.76797829036635,414982,9286
44199,3.892560975609756,454848,388
44555,4.199038891372374,405094,582
45442,2.6754716981132076,409182,503
45672,2.942316209034544,389860,9339
45728,3.5490814367973678,424345,2295
46723,3.648534860222297,449467,1164
46948,3.2888120678818353,385880,9297
47394,3.448170731707317,479647,15049
47518,3.2592491838955384,384793,9788
47610,3.811192325262677,443543,1491
47629,3.7224061810154527,436697,1165
47642,2.875,462346,24115
48043,3.606293706293706,414993,1381
48304,3.6398988682879847,472043,1579
48326,3.1039156626506026,405676,1717
48394,3.9903975832119545,457430,1417
48516,4.119454939083924,407887,1422
48593,2.9332298136645965,483726,9895
48738,3.858284126432789,455590,1523
48774,3.892078853046595,206634,9693
48780,4.078294535411324,482571,1124
48997,3.659270998415214,396171,1427
49130,3.5012820512820513,401445,9726
49272,3.823918053777209,381061,36557
49280,3.390625,308055,10741
49530,3.8637810859650634,450259,1372
49910,3.691011235955056,463998,1646
50068,3.8181818181818183,498380,1251
50442,3.308350100603622,426883,7457
50601,3.4287336740488357,398808,1265
50794,3.220057306590258,475394,7516
51077,2.495084269662921,259324,1250
51086,3.1135425268373247,481369,3594
51091,3.3726758286176235,462200,7874
51412,3.217298578199052,435705,1738
51418,3.2436974789915967,443456,1253
51540,3.7012285375962106,443706,1949
51575,2.708835341365462,486946,11199
51931,3.6045415595544132,490204,2355
51935,3.6247837904620708,822854,7485
52245,3.058794466403162,445934,9955
52281,3.6683663652106984,462322,253768
52321,3.2752293577981653,479537,13249
52328,3.626580768313052,448134,1272
52448,3.281725888324873,455957,11515
52458,3.293368467281511,486822,8271
52604,3.7198983580922595,488120,6145
52644,2.9920289855072464,452702,10294
52694,2.922312556458898,453451,1268
52712,3.1635802469135803,435670,9785
52952,3.8082394783639595,480025,11798
52973,3.463485316846986,478311,4964
52975,3.3378926038500505,427327,2976
53125,3.411864406779661,449088,285
53129,3.6571633924293243,780571,3432
53207,2.932636469221835,411061,3489
53318,3.645732130464955,460740,12225
53322,3.5186653214182764,496806,298
53519,3.559568924680246,1028528,1991
53550,3.6043380703066568,462504,9952
53921,3.25,829459,1988
53953,3.3388977212506625,450385,3021
53972,3.500077603600807,337978,1571
53996,3.1588820008550664,418279,1858
54259,3.815308213778969,486655,2270
54286,3.9456985653314134,440963,2503
54736,3.5542809177392276,431197,4349
54775,3.087140439932318,499556,10431
54780,2.9991568296795954,489237,12435
54787,3.227803738317757,804461,11835
54997,3.7401310775796373,381849,5176
54999,3.2942193675889326,465602,4141
55052,3.744373479318735,783233,4347
55080,3.297400611620795,476964,4413
55094,3.5763962065331927,478134,6973
55116,3.4151785714285716,455782,5353
55118,3.8160919540229883,765443,2252
55232,3.1681102362204725,432021,7737
55276,3.721309370988447,465538,4566
55286,3.4953560371517027,469623,3877
55290,3.8055623026475587,452623,4771
55363,3.631958350020024,443680,4512
55729,3.3047945205479454,388182,5718
55765,3.8094713656387666,765429,4982
55814,3.8868322399250235,401383,2013
55820,3.9979735043252074,477348,6977
55830,3.1791292001893043,799934,4953
55946,2.972151898734177,891527,4515
55995,2.9228014325507363,442933,2310
56145,3.5020408163265304,884328,5876
56156,3.0018879798615483,465494,1620
56171,3.119300651354131,385752,2268
56174,3.5019655034095467,480249,6479
56339,3.7435448577680526,464141,6537
56367,3.7635041149878288,467406,7326
56587,3.589567211235311,825232,7350
56607,3.781589958158996,419887,7979
56633,3.25,489664,13250
56757,3.5066990453860325,408236,13885
56775,3.2613296812749004,465234,6637
56782,3.9624929814710836,469494,7345
56941,3.5068785578747628,431308,6023
57353,3.392384105960265,780516,13195
57368,3.3124565670604587,1060277,7191
57528,3.3053295362082995,462499,7555
57669,3.8774716369529982,780536,8321
58025,3.041817243159525,489099,8247
58078,3.3204697986577183,485851,13641
58103,3.286257124762508,443274,7461
58162,3.2667964946445958,425413,7942
58295,3.613533310080223,200465,8848
58303,3.945712037765539,813547,7862
58306,3.624617737003058,416044,12246
58806,3.095873786407767,858479,12890
58839,2.8753280839895012,379865,4942
58975,2.8265107212475633,963794,11152
59016,3.303437967115097,421073,1266
59103,3.291512915129151,865556,1729
59107,3.1724137931034484,815178,13079
59141,3.553225806451613,845046,13258
59256,3.083955223880597,800240,13018
59362,3.0180722891566263,497323,14000
59369,3.7758620689655173,936501,8681
59387,3.935214626391097,460791,14784
59501,3.2345436702649657,499448,2454
59900,2.593560933448574,960144,10661
60069,4.008884179639742,910970,10681
60072,3.2572125583368687,493464,8909
60126,3.186415220293725,425061,11665
60397,3.086424957841484,795421,11631
60753,3.697547683923706,1117385,13012
61132,3.373531331592689,942385,7446
61248,3.1026490066225167,452608,10483
61323,3.53485254691689,887883,4944
61352,3.5321477428180574,988047,13291
61697,2.9195205479452055,1034331,13389
62081,3.270220588235294,1059786,13027
62644,3.8342911877394634,1063669,7735
63853,3.184250764525994,455824,6972
64957,3.6106232597986723,421715,4922
16,3.7955110396256764,112641,524
17,3.9522270706405402,114388,4584
29,3.920885116702031,112682,902
36,3.9315818281335524,112818,687
50,4.300188962561792,114814,629
73,3.794658493870403,113828,48750
82,4.010845588235294,112379,880
97,3.984981684981685,113247,406
123,3.9857716161984675,109424,11104
125,3.741662110442865,116324,2074
155,3.3953752843062928,112495,1873
160,2.6065981850264683,112715,10329
162,3.9874383477188657,109508,26564
175,3.5252285513361463,113540,9344
176,3.8479056527043514,113677,9071
194,3.842241379310345,114478,10149
198,3.416912738010386,114558,281
232,4.022800552740673,111797,10451
235,3.658548396285535,109707,522
246,4.004337539432177,110057,14275
247,3.8197315923104824,110005,1024
273,3.1225690276110445,109836,3036
290,3.9872484791764156,110729,527
301,3.51340206185567,114129,30304
307,3.9722507049474496,108394,108
309,3.640557939914163,110769,159185
322,3.6868589743589744,114594,20306
334,3.81377245508982,111590,32636
337,3.750168002067718,108550,1587
348,3.6826607226654153,109348,11382
363,3.9954407294832825,107472,41647
373,3.7737116228070176,105226,10427
441,3.6814545454545455,106677,9571
446,3.8923811918531555,106332,10997
475,3.903472831918837,107207,7984
492,3.661917482932621,107507,10440
501,3.8289599236641223,107653,21450
523,3.6500530222693532,108000,47889
529,3.834334506135759,108065,14291
535,3.7706952235254123,108122,695
549,3.892929292929293,108328,20967
555,3.8041960093896714,108399,319
568,3.551898734177215,106408,14587
581,3.9857142857142858,112651,32562
589,3.9389999353127627,103064,280
608,4.105347410145977,116282,275
728,3.811598075895243,112701,32513
735,3.511056511056511,109592,21588
759,3.850785340314136,110480,85778
778,4.0079928952042625,117951,627
800,4.062516591452084,116905,26748
866,3.7141895933014353,115736,9303
899,4.02758537371134,45152,872
903,4.12129043498461,52357,426
904,4.232552144363722,47396,567
916,4.059152401987852,46250,804
926,4.174582798459563,42192,705
940,3.858011937557392,29843,10907
953,4.016309385863267,38650,1585
969,4.065842047096829,43265,488
994,3.999460625674218,115678,18203
1023,3.743119266055046,63819,81310
1036,3.9297090593708113,95016,562
1041,4.044607190412783,117589,11159
1060,3.828221144881596,117802,10218
1080,3.979967948717949,79470,583
1086,4.020443836449308,46912,521
1111,3.9514563106796117,117040,9305
1120,3.549975903614458,117318,1630
1132,4.069319241529375,91480,4481
1136,4.155153873726253,71853,762
1147,4.131454816285998,118147,10548
1148,4.134643676808097,108598,531
1172,4.1235450910706355,95765,11216
1177,3.8558746736292426,101811,26561
1184,3.7516339869281046,102426,38251
1185,3.878139534883721,97937,10161
1192,3.9239592183517416,100332,31225
1196,4.142536321183033,80684,1891
1199,4.012835365853658,88846,68
1206,3.9829663887441376,66921,185
1208,4.106593129303198,78788,28
1213,4.17828875746609,99685,769
1214,4.047350211875771,78748,348
1216,3.840966921119593,95250,175
1217,4.146277556920853,89881,11645
1219,4.06520614110747,54215,539
1224,4.092332723205207,97499,10705
1234,4.1470453241537575,70735,9277
1240,3.8920124223602484,88247,218
1242,3.935800218738607,97441,9665
1245,3.960110240789092,100150,379
1264,4.0054704595186,82269,4485
1273,4.011166666666667,90967,1554
1277,3.7835331372992536,99334,11673
1279,3.84110247872734,102536,339
1280,4.114931237721022,101640,10404
1285,3.73295631825273,97493,2640
1289,3.9437519974432726,85809,11314
1293,3.9729799059427107,83987,783
1299,4.058576092415872,87553,625
1354,3.849469964664311,115751,145
1357,3.852850539291217,117631,7863
1358,3.97801033249437,117666,12498
1394,3.871369539551358,93822,378
1449,3.92106811828748,118111,16448
1517,3.404673690710509,118655,816
1537,3.873971416197488,117615,11239
1545,3.8467374810318664,117359,38523
1584,3.6672594142259416,118884,686
1587,3.192183019573619,82198,9387
1610,3.8575790081689907,99810,1669
1625,3.8453852752687085,119174,2649
1635,3.768561765179578,119349,68924
1639,3.6072096794312087,118842,2255
1641,3.706766917293233,119164,9427
1643,3.8609756097560974,119280,17589
1648,3.5458937198067635,119324,33344
1658,3.184623166413758,119535,8067
1672,3.611013021408078,119978,11975
1673,3.6792932502860047,118749,4995
1674,3.8301655183337293,90329,9281
1678,3.6939128664495113,107282,19931
1683,3.688655672163918,120520,45609
1684,3.5194401244167963,119723,38904
1701,3.4679160419790107,118954,2639
1704,4.068090855788105,119217,489
1719,3.9827194752774973,120255,10217
1730,3.6584340514976352,119485,9746
1784,3.7836606441476826,119822,2898
1794,3.512380191693291,119574,47452
1799,3.5387055837563453,120241,10668
1834,3.870835952231301,120176,29193
1836,3.2954682779456195,120728,16980
1883,3.3338756326825743,118798,9452
1892,3.381859011911736,120787,1965
1914,3.808041958041958,120321,20862
1952,3.9680557472057405,64665,3116
1954,3.7267862226017647,75148,1366
1957,3.6952041963282127,82158,9443
1960,3.827187807276303,93389,746
1961,3.9116602687140114,95953,380
1962,3.6841763294682126,97239,403
2020,3.8559174684131214,94947,859
2064,3.8658521381373894,98213,1779
2081,3.5130474176985804,97757,10144
2095,2.8089480048367594,75200,15943
2108,3.595860991800078,102250,2107
2136,2.8157817541801116,57372,18331
2144,3.6182582640634062,88128,15144
2150,3.6460120279996056,80801,8393
2160,3.740125720272394,63522,805
2174,3.4727466041748034,94721,4011
2194,3.8751418198320855,94226,117
2243,3.682555940750079,92699,12626
2248,3.8291907514450867,98258,2028
2252,3.057815223707147,104412,10699
2263,3.1241699867197874,96073,11082
2266,2.859635811836115,101523,20096
2268,3.811847176450874,104257,881
2291,3.722711513171004,99487,162
2294,3.2492016605460643,120587,8916
2302,3.5715316615551145,104952,10377
2312,3.722784368457781,90830,1890
2331,3.352299298519096,120722,46889
2333,3.810056449926824,120684,3033
2348,3.548118811881188,91954,14924
2363,3.166047548291233,47034,1678
2391,3.704470652770159,120324,10223
2394,3.428946053946054,120794,9837
2419,3.1744186046511627,91024,44326
2431,3.1705111402359107,129290,10312
2520,3.0495742092457423,65377,10671
2542,4.010809839264623,120735,100
2572,3.5151084972622186,147800,4951
2580,3.6714483788395906,139239,9430
2657,3.336818328493062,73629,36685
2702,3.0823649041255083,162677,10279
2739,3.7311191992720656,88939,873
2791,3.7876934313233215,80339,813
2797,3.6108701484528707,94737,2280
2840,3.0331654072208227,145531,10307
2841,3.50842865743528,164181,11601
2871,3.776291512915129,68473,10669
2916,3.591539763113367,100802,861
2997,3.9345010714618467,120601,492
3052,3.6202672605790647,120655,1832
3077,4.048571428571429,164312,20565
3100,3.6800549786194257,105265,293
4424,3.8834555827220862,65777,4789
2116,3.260423506237689,77869,123
3258,2.9283208020050124,104070,9374
3444,3.1812710640346653,92675,11690
6957,3.3683723797780516,307987,10147
33004,3.426603482477408,371724,7453
43560,3.2382753403933435,396752,11283
58047,3.5784037558685444,832266,8390
168252,3.9151248843663273,3315342,263115
6,3.841763756945689,113277,949
107,3.1958545364279507,117110,10874
135,2.9976544175136826,116130,9101
362,3.366390270867883,110213,10714
531,3.5012594458438286,108071,11236
599,3.981740370898716,65214,576
733,3.6898831529805434,117500,9802
745,4.112608982343029,112691,532
838,3.7496720594665502,116191,3573
1093,3.363263296126067,101761,10537
1200,3.993473575569924,90605,679
1209,4.106456165108485,64116,335
1220,3.797200159737321,80455,525
1223,4.005674305861613,104361,530
1249,3.838854548966583,100263,9322
1261,3.7524720550300947,92991,765
1272,4.001013874066168,66206,11202
1278,3.9685589015807086,72431,3034
1303,4.026616463256297,73341,983
1321,3.5147912480464387,82010,814
1378,3.271949685534591,96487,11967
1387,3.790260404374164,73195,578
1396,3.6325995043009187,105435,2322
1408,3.710181451612903,104691,9361
1580,3.5733178489322874,119654,607
1831,2.595872838817624,120738,2157
1884,3.7386472965172213,120669,1878
1953,3.924759711653985,67116,1051
2072,3.1087483176312247,96734,11974
2401,3.7346339779005526,89767,8879
2502,3.9781992057703217,151804,1542
2529,3.6045845272206303,63442,871
2728,3.8367664877964343,54331,967
2944,3.816699123661149,61578,1654
2947,3.7284120490888806,58150,658
2951,3.940866361788618,58461,391
3030,4.180264741275572,55630,11878
3037,3.9671498714051907,65988,11040
3066,3.667452830188679,66473,11165
3112,3.4466666666666668,90556,34760
3252,3.769521150067225,105323,9475
3265,3.9538284587578048,104684,11782
3267,3.6194787107043376,104815,9367
3275,3.912651464554909,144117,8374
3361,3.6678504672897194,94812,287
3362,3.959774212715389,72890,968
3384,3.7978838849701573,72251,8333
3481,3.814945754844281,146882,243
3504,4.009896940945526,74958,10774
3507,3.8976134354743666,63374,11356
3508,3.9305479452054795,75029,10747
3654,3.808001035732781,54953,10911
3681,3.9886264216972878,59578,938
3703,3.6374429648943103,82694,8810
3836,3.789733676975945,65938,11589
4011,4.060505128938657,208092,107
4262,3.9364539204111395,86250,111
4327,3.9163025982984596,54047,966
4855,3.769469696969697,66999,984
5010,3.6850011294330245,265086,855
5060,3.875769726478591,66026,651
5782,4.065100393293314,82949,1672
5899,3.799469964664311,58777,14433
5903,3.7414897877452944,238380,7299
6016,4.187872863087181,317248,598
6448,3.7203007518796993,59183,10243
6502,3.7526479750778816,289043,170
6711,3.7974283724631914,335266,153
6807,3.8532389658901014,85959,4543
6808,3.810665712240515,65207,11046
6874,3.863339595331219,266697,24
6893,3.641769547325103,64505,10536
6947,3.6314118221787983,311113,8619
7022,3.7940123657663523,266308,3176
7076,3.736132711249352,62765,916
7090,3.8989619377162628,299977,79
7143,3.673578354297694,325710,616
7438,3.8315504129825713,378194,393
7445,3.8061813186813187,328107,9509
7802,3.7221860767729344,80120,11474
7980,3.7346153846153847,75784,5902
8132,3.9150845253576074,104346,16219
8169,3.2553626149131767,92494,11548
8798,3.6877860411899315,369339,1538
8874,3.8845747049654866,365748,747
8949,3.668576729971622,375063,9675
