movieId_movies_metadata,avg_of_rating,budget,director_id,top_actor_id,genres,original_language,release_date,revenue,spoken_languages,runtime,production_countries,vote_count
0117002,2.851307189542484,47000000,3224,1204,18,100,199602,12379402,100,104.0,27,77
0114825,2.5143584993052337,14000000,5140,776,35,100,199510,19800000,100,100.0,27,113
0115759,3.1123652554288395,50000000,11401,8891,28,100,199602,150270147,100,108.0,27,459
0115734,3.776083800041485,7000000,5655,36422,35,100,199602,560069,52,91.0,27,285
0116483,3.396511627906977,12000000,17494,19292,35,100,199602,41205099,100,92.0,27,767
0112579,3.3279824718297264,24000000,190,5064,18,100,199505,182016617,100,135.0,27,397
0112573,4.016057252826558,72000000,2461,2461,28,100,199505,210000000,100,177.0,27,3404
0075314,4.0893090376222485,1300000,1032,380,80,100,197602,28262574,100,114.0,27,2632
0113326,3.4000675472830983,7500000,44916,18897,80,161,199501,32392047,161,91.0,71,245
0114536,2.804428044280443,25000000,12989,1271,35,100,199509,6278139,100,113.0,27,7
0103859,2.8624662907575384,40000000,68215,776,35,100,199206,70100000,4,117.0,27,139
0116324,3.741662110442865,7000000,17883,7399,35,100,199603,14702438,100,92.0,27,66
0113451,2.767378464334393,50000000,15175,16560,28,100,199510,9851610,100,95.0,27,45
0115685,3.5228261714196907,31000000,5342,2157,35,100,199603,185260553,100,117.0,27,303
0112442,3.2701955495616994,19000000,865,2888,28,100,199504,141407024,100,118.0,27,1729
0112427,2.90994623655914,4000000,10723,4566,10749,100,199507,851545,100,113.0,70,11
0112384,3.884030583809391,52000000,6159,31,18,100,199506,355237933,100,140.0,27,1637
0114287,3.5258391246488245,28000000,30365,3896,12,100,199504,31596911,100,139.0,70,151
0112462,2.906473407180454,100000000,5572,5576,28,100,199506,336529144,100,121.0,70,1529
0112541,3.536550542547116,2000000,46391,1037,35,100,199509,1275000,100,83.0,27,28
0109370,2.7914691943127963,11000000,17087,7180,28,100,199506,178104,100,91.0,200,57
0112642,2.8939841892152454,50000000,11887,6886,14,100,199505,287928194,100,100.0,27,1045
0112688,3.414971521562246,25000000,5281,1037,9648,100,199509,13071518,100,128.0,27,69
0112715,2.6065981850264683,50000000,664,350,28,100,199506,152022101,100,109.0,27,214
0112740,3.745898805178839,53000000,893,5292,28,100,199505,157387195,100,116.0,27,508
0112851,3.4321167449325327,7000000,2294,3131,53,100,199508,25405445,100,104.0,27,898
0112857,3.460884724340815,27000000,21712,5292,18,100,199509,16140822,100,102.0,27,88
0112864,3.5035240874468294,90000000,1090,62,28,100,199505,366101666,100,128.0,27,2094
0113071,3.063799309483582,55000000,3415,738,28,100,199507,127600435,100,134.0,27,319
0113243,3.216995126086035,20000000,1978,9012,28,100,199509,7563728,100,107.0,27,406
0113481,2.7472150213690183,25000000,59997,6384,12,100,199505,19075720,100,97.0,200,380
0113492,2.5347226351150485,90000000,33279,16483,878,100,199506,113493481,100,96.0,27,643
0113540,3.5252285513361463,1500000,51917,57387,18,100,199507,7412216,100,91.0,27,280
0113677,3.847905652704352,500000,6400,884,18,100,199501,1148752,100,89.0,27,64
0113749,3.574297399328859,6000000,19303,11662,10749,100,199510,2122561,100,94.0,27,400
0113820,1.9814189189189189,15000000,42111,56895,28,100,199506,66000000,100,92.0,158,153
0110604,3.354559748427673,2,58384,545828,53,100,199509,1,191,95.0,149,36
0113957,3.119938985348951,22000000,11472,18277,80,100,199507,110627965,100,114.0,27,359
0114095,3.448170731707317,150000,56714,7489,35,100,199506,472370,100,94.0,27,14
0114194,3.33165548098434,8,28902,4690,14,100,199509,16,100,98.0,27,139
0114345,2.687228260869565,50000000,8965,3416,18,100,199510,10382407,100,135.0,27,111
0114436,2.245992952142776,45000000,10491,19189,18,100,199509,20350754,100,128.0,4,261
0114478,3.842241379310345,7000000,39819,1037,35,100,199506,8349430,100,112.0,149,115
0114508,2.8297149267520125,35000000,21370,57395,878,100,199507,113374103,100,108.0,27,457
0114558,3.416912738010386,42000000,14392,5469,80,100,199510,7959291,100,145.0,27,334
0114666,2.84180790960452,14000000,17880,589,53,100,199509,5780000,100,99.0,27,9
0114781,2.931647634584013,60000000,32277,23880,28,100,199507,104324083,100,100.0,27,217
0114887,3.372237106496986,20000000,22767,6384,18,100,199508,50012507,100,103.0,27,168
0114898,2.862218822227286,175000000,8300,1269,12,100,199507,264218220,100,135.0,27,1017
0111579,4.030478589420655,2800000,82796,82796,18,191,199405,2616503,191,135.0,4,35
0112471,3.8925692510625822,2500000,564,569,18,100,199501,5535405,100,105.0,176,984
0112508,3.248310158362302,10000000,57691,19292,35,100,199502,26488734,4,89.0,27,464
0112571,3.2856009070294783,21000000,18378,2395,35,100,199502,23450000,100,115.0,4,48
0109445,3.856592859331903,27000,19303,23629,35,100,199409,3151130,100,92.0,27,769
0112883,3.4358156418435817,25000000,25210,85,10749,100,199410,22200000,100,97.0,27,184
0109635,3.287263480667116,55000000,8246,3392,18,100,199412,214015089,100,123.0,27,217
0109686,2.95447672534831,16000000,7396,206,35,100,199412,247275374,100,107.0,27,1894
0109707,3.658548396285535,18000000,510,85,35,100,199409,5887457,100,127.0,27,639
0113303,2.9040462427745664,15000000,57090,4785,18,100,199503,12201255,100,103.0,27,24
0110057,4.004337539432177,700000,122449,134119,99,100,199409,7830611,100,171.0,27,91
0110005,3.8197315923104815,5000000,108,15091,18,100,199409,3049135,100,99.0,2,299
0110148,3.50192968111202,60000000,17016,287,27,100,199411,223664608,100,123.0,27,1558
0113463,2.88366718027735,14000000,54441,1733,18,100,199503,2474000,100,139.0,27,10
0110216,2.6855424813981656,60000000,8858,1100,35,100,199411,37000000,100,109.0,27,381
0076759,4.132299305600623,11000000,1,2,12,100,197705,775398007,100,121.0,27,6778
0103994,3.917815818671739,2000000,22767,27643,18,52,199204,21665468,100,105.0,184,70
0110322,3.500140189536253,30000000,9181,287,12,100,199412,160638883,101,133.0,27,636
0113691,3.3320581484315226,17000000,15912,4431,18,100,199503,7603766,100,106.0,27,28
0109836,3.1225690276110445,45000000,11181,380,18,100,199411,112006296,100,123.0,70,272
0113808,3.021646859083192,6,5065,520,35,100,199501,5,100,95.0,27,7
0110638,3.394813614262561,31000000,10781,1038,18,100,199412,106683817,100,112.0,27,128
0110632,3.248667850799289,34000000,1152,57755,80,100,199408,50282766,100,119.0,27,927
0114069,3.4205731439142726,50000000,5231,4483,28,100,199503,189859560,100,127.0,27,522
0110413,4.080149006140683,16000000,59,1003,53,4,199409,45284974,100,110.0,4,4293
0114113,3.173611111111111,11000000,6495,3141,35,100,199505,2832826,100,113.0,27,9
0110912,4.169975313136369,8000000,138,8891,53,100,199409,213928762,100,154.0,27,8670
0105652,3.5118577075098814,400000,1614,1623,35,16,199202,152322,100,105.0,25,9
0114214,3.040473145780051,32000000,7623,4430,28,100,199502,18552460,100,107.0,158,431
0114296,3.1887550200803214,22000000,12804,2314,18,142,199503,12400000,100,108.0,27,7
0110907,2.70291702067403,15000000,9789,5676,18,100,199412,11300653,4,133.0,27,33
0111333,3.0617937853107344,35000000,107274,9260,16,100,199411,9771658,100,89.0,27,251
0111255,2.901295149223715,45000000,26648,16483,28,100,199410,170362582,100,110.0,125,317
0111282,3.3673626373626373,55000000,6046,6856,28,100,199410,196567262,100,121.0,4,942
0111070,3.134958011802088,22000000,58072,12898,14,100,199411,189833357,100,97.0,27,501
0111161,4.429014514393623,25000000,4027,504,18,100,199409,28341469,100,142.0,27,8358
0114614,2.8079533277771165,25000000,56891,15309,28,100,199503,4064495,100,98.0,27,140
0111280,3.3444071212630164,38000000,2380,2387,878,100,199411,120000000,100,118.0,27,461
0114609,2.811367895065584,6000000,141825,15864,80,100,199505,12000000,100,98.0,27,33
0108550,3.750168002067718,11000000,5306,85,10749,100,199312,10032765,100,118.0,27,943
0114857,2.990992835209826,30000000,57090,5292,28,100,199508,24048000,100,106.0,27,163
0114924,3.5089935090326114,17000000,12962,18277,35,100,199504,182057016,100,103.0,27,340
0110598,3.483084947839046,3000000,3045,3051,18,100,199409,15119639,100,106.0,14,104
0109040,2.9877855259040724,15000000,4499,206,35,100,199402,107217396,100,86.0,27,1684
0104779,3.430212014134276,5000000,3556,3291,53,100,199209,1862805,4,139.0,4,115
0109444,3.669152701003188,62000000,13015,3,28,100,199408,215887717,100,141.0,27,390
0109446,3.465260841115936,45000000,5572,4038,18,100,199407,117615211,100,119.0,27,287
0109506,3.5143396439035386,15000000,21085,57700,14,100,199405,94000000,100,102.0,27,980
0109813,2.4177416580667352,46000000,13581,1230,14,100,199405,341631208,100,91.0,27,559
0109830,4.052925882007376,55000000,24,31,35,100,199407,677945399,100,142.0,27,8147
0109831,3.64625289984198,6000000,10723,3291,35,100,199403,254700832,100,117.0,70,654
0110093,2.7305568338702253,45000000,56106,1733,28,100,199406,61947267,100,123.0,27,41
0110357,3.804648698761672,45000000,15812,53283,10751,100,199406,788241776,100,89.0,27,5520
0107426,3.1635058944131216,35000000,4956,6384,18,100,199312,4858139,100,140.0,4,76
0111686,2.9718945176960445,14000000,5140,5141,27,100,199410,18090181,100,112.0,27,297
0110475,3.1804832713754645,23000000,26713,206,10749,100,199407,351583407,142,101.0,27,2550
0110622,2.964050131926121,30000000,13426,7633,35,100,199403,51132598,100,83.0,27,535
0110950,3.2603938730853392,11500000,7399,1920,18,100,199402,20079850,100,99.0,27,180
0105226,3.7737116228070176,8000000,21053,2963,80,100,199307,2000000,100,98.0,27,71
0111257,3.487407781486036,30000000,2209,6384,28,100,199406,350448145,100,116.0,27,1814
0111438,2.716184701492537,27000000,37710,15111,53,100,199409,101646581,100,99.0,158,288
0111503,3.501833838303301,115000000,2710,1100,28,100,199407,378882411,100,141.0,27,1138
0111756,3.1985698569856984,63000000,8844,1269,18,100,199406,25052000,100,191.0,27,203
0110399,2.6657608695652173,10000000,35689,35689,28,100,199411,29392418,100,100.0,27,31
0110186,3.1605922551252847,7000000,67896,32486,80,100,199409,20851521,100,119.0,27,9
0111301,1.9161603888213847,35000000,1726,15111,28,100,199412,99423521,100,102.0,158,330
0110027,2.452938117524701,26000000,53599,38559,28,100,199411,36800000,100,99.0,200,110
0113409,3.1849148418491486,8000000,11770,4783,27,100,199412,8946600,100,95.0,27,307
0106226,3.551594746716698,34000000,1032,11856,18,100,199309,32255440,100,139.0,27,172
0109067,2.615926327193933,17080000,12988,4724,35,100,199401,21011500,100,107.0,27,42
0109254,2.755883440118285,50000000,4610,776,28,100,199405,119208989,100,104.0,27,445
0106452,3.112452720395694,13000000,39104,5503,27,100,199306,428868,100,87.0,27,102
0106489,3.815186246418338,22000000,380,380,18,100,199309,17287898,100,121.0,27,447
0106505,2.309352517985612,13000000,61175,19143,18,100,199309,2570145,100,90.0,27,10
0106519,3.698139181619672,30000000,1150,1158,28,100,199311,36516012,100,144.0,27,805
0106582,3.0686800160484373,70000000,16938,16483,28,100,199305,255000211,100,112.0,4,600
0109456,2.6191198786039456,40000000,21806,62,18,100,199408,19726050,172,121.0,27,117
0106677,3.6814545454545455,6900000,564,52474,35,100,199309,7993039,100,102.0,27,588
0106697,3.0449333136473253,57000000,58838,16483,80,100,199310,159055768,100,115.0,27,1018
0106941,3.106415478615072,30000000,5174,521,35,100,199310,11146270,100,94.0,27,77
0106918,3.501918859649123,42000000,2226,500,18,100,199306,270248367,100,154.0,27,513
0106965,2.6083089052865662,20000000,18254,18259,10751,100,199307,153698625,100,112.0,4,429
0106977,3.982462161210841,44000000,12989,3,12,100,199308,368875760,100,130.0,27,1240
0107004,3.150184842883549,35000000,1723,12261,36,100,199312,18635620,100,115.0,27,44
0107076,2.9211785821118754,18000000,11401,15111,28,100,199308,74189677,100,97.0,27,237
0107144,2.915433195184528,25000000,12936,6952,28,100,199305,133752825,100,86.0,27,463
0107206,3.722052947052947,40000000,5231,190,28,100,199307,176997168,100,128.0,27,392
0107207,3.903472831918837,13000000,53334,11856,18,100,199312,65796862,100,133.0,70,363
0107290,3.6602380472059712,63000000,488,4783,12,100,199306,920100000,100,127.0,27,4956
0107302,3.339386871042985,9000000,58498,287,53,100,199309,2395231,100,117.0,27,209
0110265,3.426579597599717,1500000,8297,7036,28,100,199310,418961,100,96.0,4,111
0107362,2.780393442622951,85000000,1090,1100,12,100,199306,137298489,100,130.0,27,725
0107507,3.661917482932621,13500000,1243,1243,35,100,199308,11285588,100,104.0,27,169
0107554,3.613619356447992,3500000,11447,57773,18,100,199305,27900000,100,97.0,27,179
0116253,3.374661481841539,55000000,2523,6856,28,100,199603,121969216,100,133.0,27,261
0107614,3.3931413515024085,25000000,10965,2157,35,100,199311,441286195,100,125.0,27,1638
0110657,2.318245778611632,12000000,56828,23915,12,100,199407,15826984,100,107.0,27,202
0110678,2.977674810446504,20000000,10702,11477,28,100,199404,15340000,100,118.0,27,86
0107808,3.522655577860625,30000000,190,1269,80,100,199311,135130999,100,138.0,27,376
0107818,3.8064068120759527,26000000,16294,31,18,100,199312,206678440,100,125.0,27,1019
0107822,3.686800410966312,7000000,10757,18686,18,100,199305,116700000,100,121.0,2,290
0107840,2.759656652360515,14000000,6482,54421,18,100,199307,27515786,100,109.0,27,47
0110955,3.451834392293503,11000000,34849,5724,35,100,199403,11439193,100,97.0,27,99
0107943,3.8954600800139154,11500000,54441,4173,18,100,199311,23237911,100,134.0,70,213
0110971,3.084481304470059,40000000,14911,518,35,100,199406,24332324,100,128.0,200,83
0107978,2.243944339460574,22000000,44056,31512,28,100,199304,10696210,100,104.0,27,309
0107977,3.0614243323442136,20000000,14639,2130,35,100,199307,35739755,100,104.0,4,575
0107983,3.3238307349665925,11500000,21377,64,28,100,199309,3275585,100,100.0,70,36
0108000,3.650053022269353,800000,138322,15852,18,100,199310,1001437,100,114.0,27,10
0108002,3.5151697042453347,12000000,44847,1328,18,100,199309,22750363,100,114.0,27,187
0108052,4.266530696698294,22000000,488,3896,18,100,199311,321365567,149,195.0,27,4436
0111127,3.06212785960514,13000000,10367,3391,35,100,199404,7820688,100,95.0,27,137
0111143,2.9261712043168995,25000000,52968,7447,12,100,199407,48063435,100,108.0,27,140
0108160,3.5162202094173574,21000000,9248,31,35,100,199306,227799884,100,105.0,27,630
0108162,2.7241281809613573,40000000,13015,4430,18,100,199305,116300000,100,108.0,27,144
0083658,4.12244293712317,28000000,578,3,878,100,198206,33139618,100,117.0,27,3833
0108174,3.211429570080392,20000000,15106,12073,35,100,199307,11585483,191,93.0,27,131
0108255,2.089277279168635,48000000,58164,382,12,100,199305,20915465,100,104.0,70,236
0111323,2.8226371061843643,7400000,15521,21411,28,100,199404,7690013,100,96.0,27,53
0111400,2.9015587936292784,50000000,45645,6952,28,100,199409,16478900,100,102.0,27,82
0107688,3.736994591810456,18000000,57646,531,14,100,199310,75634409,100,76.0,27,2135
0108333,3.1939479145745464,30000000,18356,6952,28,100,199311,53898845,100,105.0,27,219
0108358,3.6939798302791775,25000000,16566,6856,28,100,199312,56505065,100,130.0,27,632
0108399,3.804196009389672,12500000,893,2224,28,100,199309,12281551,100,120.0,27,762
0110763,2.8112582781456954,27000000,4945,11510,14,100,199411,13670688,89,80.0,27,178
0099785,3.1193118580468724,18000000,10965,11510,35,100,199011,476684675,100,103.0,27,2487
0099653,3.4452618256604968,22000000,3415,723,14,100,199007,505000000,100,127.0,27,1381
0103639,3.687523573200993,28000000,15810,15827,16,100,199211,504050219,100,90.0,27,3495
0103064,3.9389999353127614,100000000,2710,1100,28,100,199107,520000000,100,137.0,4,4274
0099348,3.740689158128482,22000000,1269,1269,12,100,199011,424208848,100,181.0,70,1084
0096895,3.384822309510956,35000000,510,514,14,100,198906,411348924,100,126.0,70,2145
0102926,4.15224553390899,19000000,16294,1038,80,100,199102,272742922,100,119.0,27,4549
0029583,3.5779943600653046,1488423,5446,5460,14,100,193712,184925486,100,83.0,27,1973
0101414,3.677421699004433,25000000,62047,62050,10749,100,199111,377350553,4,84.0,27,3029
0032910,3.447594446238296,2600000,11429,33923,16,100,194002,84300000,100,88.0,27,1412
0100405,3.429514770752573,14000000,1201,1204,10749,100,199003,463000000,100,119.0,27,1807
0065214,3.981740370898716,6244087,7767,8252,12,100,196906,638641,100,145.0,27,266
0116282,4.105347410145977,7000000,1223,3905,80,100,199604,60611975,100,98.0,27,2080
0116514,2.5288108957569406,4000000,176246,7039,27,100,199603,16675000,100,86.0,27,111
0065421,3.373526698780363,4000000,57314,57329,16,100,197012,55675257,100,78.0,27,1287
0117381,3.752637379940167,30000000,17812,1205,80,100,199604,102616183,100,129.0,27,644
0116414,2.9319502074688795,12000000,5281,4604,35,100,199603,4939939,100,108.0,27,17
0115956,3.531293382693198,46000000,9181,5292,18,100,199607,100860818,100,117.0,27,240
0117060,3.400149588631264,80000000,1150,500,12,100,199605,457696359,100,110.0,27,2677
0116136,3.219820579204046,57000000,18878,6065,14,100,199605,115267375,100,103.0,27,553
0116683,3.2867886987664146,38000000,57646,6199,12,100,199604,28921264,100,79.0,27,375
0116269,3.05,13000000,47773,38225,35,100,199604,9789900,100,91.0,27,4
0117705,2.754477552003855,80000000,23677,23678,16,100,199611,250200000,100,88.0,27,1335
0062711,2.980796586059744,9000000,53767,6352,878,100,196810,2500000,100,98.0,27,149
0117104,3.053090332805071,25000000,24318,4090,35,100,199604,10070000,100,105.0,27,26
0117420,2.844155844155844,30000000,15111,15111,28,100,199604,57400547,100,95.0,200,126
0095776,3.313930673642904,31000000,71792,51750,16,100,198811,74151346,100,74.0,27,372
0116322,2.6713383339913146,25530000,129941,109,12,100,199605,20080020,100,95.0,27,85
0113362,3.544891640866873,35000000,25950,1137,10752,100,199509,15000000,4,135.0,4,25
0115963,3.0748234395877074,15000000,41549,17346,18,100,199605,24769466,100,101.0,27,388
0117260,2.7996031746031744,4800000,19266,9811,28,100,199605,3014000,52,99.0,27,5
0117500,3.689883152980544,75000000,865,738,28,100,199606,335062621,100,136.0,27,1474
0117998,3.2215517015191666,92000000,2209,9994,28,100,199605,494471524,100,113.0,27,966
0115571,3.170309168443497,25000000,28239,6952,28,100,199605,14048372,100,115.0,184,200
0057012,4.213030410183875,1800000,240,12446,18,100,196401,9440272,100,95.0,70,1472
0117331,2.809316920106203,45000000,18254,1954,12,100,199606,17300889,100,100.0,14,138
0117765,2.4176879617557585,50000000,41550,3416,18,100,199606,113309743,100,115.0,27,210
0116669,3.05774767146486,45000000,1776,2157,35,100,199608,58620973,100,113.0,27,340
0117951,4.007992895204263,4000000,2034,3061,18,100,199602,16491080,100,93.0,70,2737
0116629,3.397041864691082,75000000,6046,2888,28,100,199606,816969268,100,145.0,27,3334
0116277,2.878578646008757,55000000,893,380,18,100,199608,18626419,100,116.0,27,202
0116583,3.243315712862944,100000000,62047,3999,18,100,199606,100138851,123,91.0,27,1182
0115798,2.701838904882204,47000000,7399,206,35,100,199606,102825796,100,96.0,27,603
0116778,3.2795310366979846,27000000,7395,57755,35,100,199607,25023434,100,113.0,27,248
0116213,3.173135120785771,100000000,26713,1100,28,100,199606,242295562,100,115.0,200,553
0117218,2.8617094095099023,54000000,4499,776,14,100,199606,128769345,100,95.0,27,717
0116040,2.8344203972724578,80000000,18878,16483,28,100,199612,159212469,100,115.0,27,385
0116365,3.3622187410994018,30000000,108,521,27,100,199607,29359216,100,110.0,2,413
0116905,4.062516591452084,5000000,102445,2955,18,100,199606,13269963,100,135.0,27,79
0117333,3.470116214720531,32000000,12962,8891,18,100,199607,152036382,100,123.0,27,328
0117628,3.0810293492131007,3500000,12833,12833,35,100,199608,9482579,100,96.0,27,71
0117913,3.691940885264997,40000000,5572,10297,80,100,199607,152266007,100,149.0,27,522
0116320,2.853185595567867,25000000,40230,2975,28,100,199607,17193231,100,98.0,27,49
0116707,2.684344722080571,13000000,71110,3035,14,100,199607,4619014,100,78.0,27,87
0116313,3.087794833395732,26000000,28904,18892,35,100,199609,116400000,100,102.0,27,172
0117438,3.4532227689690784,80000000,6159,2461,28,100,199611,309492681,100,117.0,27,482
0115857,2.920302921024162,50000000,12989,6384,28,100,199608,60209334,100,107.0,27,291
0117008,3.432140700483092,36000000,518,11717,35,100,199608,33459416,100,98.0,27,892
0116191,3.7496720594665502,6000000,32983,12052,18,100,199608,22231658,100,121.0,27,152
0115986,2.795581295581296,13000000,65602,20239,28,100,199608,17917287,100,84.0,27,119
0117826,2.774473067915691,15000000,10953,18326,27,100,199608,5600000,100,87.0,27,63
0117718,3.663972286374134,6000000,1232954,15675,35,100,199608,12643776,100,117.0,27,17
0116225,2.7667042426726787,50000000,11770,6856,28,100,199608,42277365,100,97.0,27,381
0115632,3.5043478260869567,2962051,7482,2954,18,100,199608,3011195,100,108.0,27,97
0117918,3.1780804694048617,45000000,4037,1269,35,100,199608,53854588,100,135.0,27,152
0104109,3.2983193277310923,200000,112674,27753,18,100,199106,300000,100,109.0,14,1
0068646,4.339810758717364,6000000,1776,3084,18,100,197203,245066411,100,175.0,27,6024
0104558,3.443494423791821,900000,44916,18897,28,161,199207,20483423,161,95.0,71,109
0116985,3.598930481283422,500000,124092,5960,18,100,199601,431326,100,88.0,27,9
0115736,3.7141895933014353,4500000,9340,7906,80,100,199609,7011317,100,108.0,27,203
0120004,2.815599830436626,60000000,37710,14698,27,100,199701,33956608,100,110.0,149,130
0116654,2.496205872649291,40000000,13776,3084,14,100,199608,49627779,100,96.0,27,148
0115783,3.0679245283018868,25000000,15521,22675,28,100,199609,22611954,100,84.0,27,164
0113253,2.603007181328546,5000000,55116,9221,27,100,199509,15116634,100,88.0,27,173
0045152,4.02758537371134,2540800,13284,13294,35,100,195204,7200000,100,103.0,27,747
0043278,3.793858315597446,2723903,13980,13294,18,100,195108,4500000,100,113.0,27,133
0054698,3.821982549684925,2500000,1927,1932,35,100,196110,9500000,100,110.0,27,1082
0052357,4.12129043498461,2479000,2636,854,9648,100,195805,28000000,100,128.0,27,1162
0047396,4.232552144363722,1000000,2636,854,18,100,195408,36764313,100,112.0,27,1531
0025316,4.135726606295817,325000,2662,11492,35,100,193402,4500000,100,105.0,27,283
0053125,4.205228001893441,4000000,2636,2638,9648,100,195907,13275000,100,136.0,27,1062
0053604,4.024030628869339,3000000,3146,3151,35,100,196006,25000000,100,125.0,27,498
0053291,4.034193789749345,2883848,3146,3149,35,100,195903,25000000,100,122.0,27,835
0056923,4.043916720884841,4000000,13284,2638,35,100,196312,13474588,100,113.0,27,351
0034583,4.2143927037912325,878000,4109,4110,18,100,194211,10462500,149,102.0,27,1462
0033870,4.135914851901127,375000,6593,4110,9648,100,194111,1000000,100,100.0,27,435
0058385,3.865770397842212,17000000,14674,1932,18,100,196410,72070731,100,170.0,27,361
0047437,3.8669135802469135,2238813,3146,4110,35,100,195409,10000000,100,113.0,27,284
0046250,4.059152401987852,1500000,10001,8487,35,100,195309,12000000,100,119.0,27,502
0032138,3.953930764304818,2777000,9049,9066,12,100,193908,33754967,100,102.0,27,1689
0031381,3.821677736228163,4000000,9049,10538,18,100,193912,400176459,100,238.0,27,995
0043014,4.200819672131147,1752000,3146,8252,18,100,195008,5000000,100,110.0,27,533
0033467,4.094047047527605,839727,40,40,9648,100,194104,23217674,100,119.0,27,1244
0062622,3.9707343088563714,10500000,240,245,878,100,196804,68700000,100,149.0,27,3075
0042192,4.174582798459563,1400000,10601,3380,18,100,195011,63463,100,138.0,27,367
0032143,3.938894792773645,1688000,14674,88867,35,100,193901,2270000,100,133.0,27,26
0032976,4.074432452549312,1288000,2636,3359,18,100,194004,6000000,100,130.0,27,346
0038787,4.167152752460809,2000000,2636,2638,53,100,194608,24464742,100,102.0,27,345
0038109,3.899274778404513,1500000,2636,4111,18,100,194512,7000000,100,111.0,27,166
0048728,4.00209763539283,2500000,2636,2638,80,100,195508,8750000,4,106.0,27,299
0031725,3.9973474801061006,1365000,2428,19549,35,100,193910,2279000,100,110.0,27,77
0029843,3.858011937557392,2033000,4109,8724,28,100,193805,3981000,100,102.0,27,170
0037008,4.06918449197861,1020000,834,20124,18,100,194410,2000000,100,88.0,27,173
0027125,4.042888888888889,609000,30165,30181,35,100,193509,3202000,100,101.0,27,62
0049261,3.7414269911504414,5400000,18738,3635,28,100,195610,35000000,100,201.0,27,169
0048028,3.905543710021322,1,2746,2749,18,100,195503,5,100,115.0,27,163
0025878,4.150082690187431,226408,32427,32428,35,100,193405,1423000,100,93.0,27,97
0048960,3.477938517179024,6000000,20412,14261,12,100,195610,42000000,100,167.0,27,85
0038650,4.016309385863267,3180000,2662,854,18,100,194612,9644124,100,130.0,27,1103
0031679,3.988410348437266,1500000,2662,854,35,100,193910,9600000,100,129.0,27,245
